Common_Name,Scientific_Name
Chestnut-crowned sparrow-weaver,Plocepasser superciliosus
Chestnut-crowned sparrow-weaver,P. superciliosus
Chestnut-crowned warbler,Phylloscopus castaniceps
Chestnut-eared aracari,Pteroglossus castanotis
Chestnut-eared bunting,Emberiza fucata
Chestnut-eared laughingthrush,Ianthocincla konkakinhensis
Chestnut-faced babbler,Zosterornis whiteheadi
Chestnut-flanked sparrowhawk,Accipiter castanilius
Chestnut-flanked white-eye,Zosterops erythropleurus
Chestnut-fronted helmetshrike,Prionops scopifrons
Chestnut-fronted macaw,Ara severus
Chestnut-headed bee-eater,Merops leschenaulti
Chestnut-headed chachalaca,Ortalis ruficeps
Chestnut-headed crake,Rufirallus castaneiceps
Chestnut-headed flufftail,Sarothrura lugens
Chestnut-headed nunlet,Nonnula amaurocephala
Chestnut-headed oropendola,Psarocolius wagleri
Chestnut-headed partridge,Arborophila cambodiana
Chestnut-headed sparrow-lark,Eremopterix signatus
Chestnut-headed tanager,Thlypopsis pyrrhocoma
Chestnut-headed tesia,Cettia castaneocoronata
Chestnut-hooded laughingthrush,Pterorhinus treacheri
Chestnut-naped antpitta,Grallaria nuchalis
Chestnut-naped forktail,Enicurus ruficapillus
Chestnut-naped spurfowl,Pternistis castaneicollis
Chestnut-naped spurfowl,Pternistis atrifrons
Chestnut-necklaced partridge,Tropicoperdix charltonii
Chestnut-quilled rock pigeon,Petrophassa rufipennis
Chestnut-rumped babbler,Stachyris maculata
Chestnut-rumped heathwren,Hylacola pyrrhopygia
Chestnut-rumped thornbill,Acanthiza uropygialis
Chestnut-rumped woodcreeper,Xiphorhynchus pardalotus
Chestnut-shouldered antwren,Euchrepomis humeralis
Chestnut-shouldered goshawk,Erythrotriorchis buergersi
Chestnut-sided shrike-vireo,Vireolanius melitophrys
Chestnut-sided warbler,Setophaga pensylvanica
Chestnut-tailed starling,Sturnia malabarica
Chestnut-throated apalis,Apalis porphyrolaema
Chestnut-throated flycatcher,Myiagra castaneigularis
Chestnut-throated huet-huet,Pteroptochos castaneus
Chestnut-throated seedeater,Sporophila telasco
Chestnut-throated spinetail,Synallaxis cherriei
Chestnut-tipped toucanet,Aulacorhynchus derbianus
Chestnut-vented conebill,Conirostrum speciosum
Chestnut-vented nuthatch,Sitta nagaensis
Chestnut-vented warbler,Curruca subcoerulea
Chestnut-winged babbler,Cyanoderma erythropterum
Chestnut-winged chachalaca,Ortalis garrula
Chestnut-winged cinclodes,Cinclodes albidiventris
Chestnut-winged cuckoo,Clamator coromandus
Chestnut-winged foliage-gleaner,Dendroma erythroptera
Chestnut-winged hookbill,Ancistrops strigilatus
Chestnut-winged starling,Onychognathus fulgidus
Chico's tyrannulet,Zimmerius chicomendesi
Chiguanco thrush,Turdus chiguanco
Chihuahuan raven,Corvus cryptoleucus
Chilean elaenia,Elaenia chilensis
Chilean flamingo,Phoenicopterus chilensis
Chilean flicker,Colaptes pitius
Chilean hawk,Accipiter chilensis
Chilean mockingbird,Mimus thenca
Chilean pigeon,Patagioenas araucana
Chilean seaside cinclodes,Cinclodes nigrofumosus
Chilean skua,Stercorarius chilensis
Chilean swallow,Tachycineta leucopyga
Chilean tinamou,Nothoprocta perdicaria
Chilean woodstar,Eulidia yarrellii
Chiloé wigeon,Mareca sibilatrix
Chimango caracara,Milvago chimango
Chiming wedgebill,Psophodes occidentalis
Chimney swift,Chaetura pelagica
Chin Hills wren-babbler,Spelaeornis oatesi
Chinchipe spinetail,Synallaxis chinchipensis
Chinese babax,Pterorhinus lanceolatus
Chinese bamboo partridge,Bambusicola thoracicus
Chinese barbet,Psilopogon faber
Chinese beautiful rosefinch,Carpodacus davidianus
Chinese blackbird,Turdus mandarinus
Chinese blue flycatcher,Cyornis glaucicomans
Chinese bush warbler,Locustella tacsanowskia
Chinese crested tern,Thalasseus bernsteini
Chinese egret,Egretta eulophotes
Chinese francolin,Francolinus pintadeanus
Chinese fulvetta,Fulvetta striaticollis
Chinese grassbird,Graminicola striatus
Chinese grey shrike,Lanius sphenocercus
Chinese grosbeak,Eophona migratoria
Chinese grouse,Tetrastes sewerzowi
Chinese hwamei,Garrulax canorus
Chinese leaf warbler,Phylloscopus yunnanensis
Chinese monal,Lophophorus lhuysii
Chinese nuthatch,Sitta villosa
Chinese penduline tit,Remiz consobrinus
Chinese pond heron,Ardeola bacchus
Chinese rubythroat,Calliope tschebaiewi
Chinese shortwing,Brachypteryx sinensis
Chinese sparrowhawk,Accipiter soloensis
Chinese thrush,Turdus mupinensis
Chinese white-browed rosefinch,Carpodacus dubius
Chinspot batis,Batis molitor
Chinstrap penguin,Pygoscelis antarcticus
Chipping sparrow,Spizella passerina
Chiribiquete emerald,Chlorostilbon olivaresi
Chirinda apalis,Apalis chirindensis
Chiriqui foliage-gleaner,Automolus exsertus
Chiriqui quail-dove,Zentrygon chiriquensis
Chiriqui yellowthroat,Geothlypis chiriquensis
Chirping cisticola,Cisticola pipiens
Chirruping wedgebill,Psophodes cristatus
Chivi vireo,Vireo chivi
Choco brushfinch,Atlapetes crassus
Choco elaenia,Myiopagis parambae
Choco tinamou,Crypturellus kerriae
Choco toucan,Ramphastos brevis
Choco tyrannulet,Zimmerius albigularis
Choco warbler,Myiothlypis chlorophrys
Chocolate boobook,Ninox randi
Chocolate-backed kingfisher,Halcyon badia
Chocolate-vented tyrant,Neoxolmis rufiventris
Chocó poorwill,Nyctiphrynus rosenbergi
Chocó screech owl,Megascops centralis
Chocó tapaculo,Scytalopus chocoensis
Chocó trogon,Trogon comptus
Chocó vireo,Vireo masteri
Chocó woodpecker,Veniliornis chocoensis
Choiseul pigeon,Microgoura meeki
Chopi blackbird,Gnorimopsar chopi
Chorister robin-chat,Cossypha dichroa
Chotoy spinetail,Schoeniophylax phryganophilus
Chowchilla,Orthonyx spaldingii
Christmas Island swiftlet,Collocalia natalis
Christmas boobook,Ninox natalis
Christmas frigatebird,Fregata andrewsi
Christmas imperial pigeon,Ducula whartoni
Christmas shearwater,ʻaoʻū[2]
Christmas shearwater,Puffinus nativitatis
Christmas white-eye,Zosterops natalis
Chubb's cisticola,Cisticola chubbi
Chubut steamer duck,Tachyeres leucocephalus
Chucao tapaculo,Scelorchilus rubecula
Chuck-will's-widow,Antrostomus carolinensis
Chukar partridge,Alectoris chukar
Churring cisticola,Cisticola njombe
Chusquea tapaculo,Scytalopus parkeri
Chuuk monarch,Metabolus rugensis
Cinderella waxbill,Glaucestrilda thomensis
Cinereous antshrike,Thamnomanes caesius
Cinereous becard,Pachyramphus rufus
Cinereous bulbul,Hemixos cinereus
Cinereous bunting,Emberiza cineracea
Cinereous conebill,Conirostrum cinereum
Cinereous finch,Piezorina cinerea
Cinereous ground tyrant,Muscisaxicola cinereus
Cinereous harrier,Circus cinereus
Cinereous mourner,Laniocera hypopyrra
Cinereous owl,Strix sartorii
Cinereous tinamou,Crypturellus cinereus
Cinereous tit,Parus cinereus
Cinereous tyrant,Knipolegus striaticeps
Cinereous vulture,Aegypius monachus
Cinereous warbling finch,Microspingus cinereus
Cinereous-breasted spinetail,Synallaxis hypospodia
Cinnabar boobook,Ninox ios
Cinnamon attila,Attila cinnamomeus
Cinnamon becard,Pachyramphus cinnamomeus
Cinnamon bittern,Ixobrychus cinnamomeus
Cinnamon bracken warbler,Bradypterus cinnamomeus
Cinnamon flycatcher,Pyrrhomyias cinnamomeus
Cinnamon ground dove,Gallicolumba rufigula
Cinnamon hummingbird,Amazilia rutila
Cinnamon ibon,Hypocryptadius cinnamomeus
Cinnamon neopipo,Neopipo cinnamomea
Cinnamon quail-thrush,Cinclosoma cinnamomeum
Cinnamon screech owl,Megascops petersoni
Cinnamon tanager,Schistochlamys ruficapillus
Cinnamon teal,Spatula cyanoptera
Cinnamon warbling finch,Poospiza ornata
Cinnamon weaver,Ploceus badius
Cinnamon weaver,P. badius
Cinnamon weaver,Ploceus weynsi
Cinnamon woodpecker,Celeus loricatus
Cinnamon-banded kingfisher,Todiramphus australasia
Cinnamon-bellied flowerpiercer,Diglossa baritula
Cinnamon-bellied ground tyrant,Muscisaxicola capistratus
Cinnamon-bellied imperial pigeon,Ducula basilica
Cinnamon-bellied saltator,Saltator grandis
Cinnamon-breasted bunting,Emberiza tahapisi
Cinnamon-breasted tit,Melaniparus pallidiventris
Cinnamon-breasted tody-tyrant,Hemitriccus cinnamomeipectus
Cinnamon-breasted warbler,Euryptila subcinnamomea
Cinnamon-breasted whistler,Pachycephala johni
Cinnamon-browed melidectes,Melidectes ochromelas
Cinnamon-chested bee-eater,Merops oreobates
Cinnamon-chested flycatcher,Ficedula buruensis
Cinnamon-crested spadebill,Platyrinchus saturatus
Cinnamon-faced tyrannulet,Phylloscartes parkeri
Cinnamon-headed green pigeon,Treron fulvicollis
Cinnamon-rumped foliage-gleaner,Philydor pyrrhodes
Cinnamon-rumped seedeater,Sporophila torqueola
Cinnamon-rumped trogon,Harpactes orrhophaeus
Cinnamon-sided hummingbird,Ramosomyia wagneri
Cinnamon-tailed fantail,Rhipidura fuscorufa
Cinnamon-tailed sparrow,Peucaea sumichrasti
Cinnamon-throated hermit,Phaethornis nattereri
Cinnamon-throated woodcreeper,Dendrexetastes rufigula
Cinnamon-vented piha,Lipaugus lanioides
Cipo canastero,Asthenes luizae
Cirl bunting,SURL
Cirl bunting,Emberiza cirlus
Citreoline trogon,Trogon citreolus
Citril finch,Carduelis citrinella
Citrine canary-flycatcher,Culicicapa helianthea
Citrine wagtail,Motacilla citreola
Citrine warbler,Myiothlypis luteoviridis
Citrine white-eye,Zosterops semperi
Citron-bellied attila,Attila citriniventris
Citron-headed yellow finch,Sicalis luteocephala
Citron-throated toucan,Ramphastos citreolaemus
Clamorous reed warbler,Acrocephalus stentoreus
Clapper rail,Rallus crepitans
Clapperton's spurfowl,Pternistis clappertoni
Claret-breasted fruit dove,Ptilinopus viridis
Clarión wren,Troglodytes tanneri
Clark's grebe,Aechmophorus clarkii
Clark's nutcracker,Nucifraga columbiana
Clarke's weaver,P. golandi
Clarke's weaver,Ploceus weynsi
Clarke's weaver,Ploceus golandi
Claudia's leaf warbler,Phylloscopus claudiae
Clay-colored sparrow,Spizella pallida
Clay-colored thrush,Turdus grayi
Clicking shrike-babbler,Pteruthius intermedius
Cliff flycatcher,Hirundinea ferruginea
Cliff parakeet,Myiopsitta luchsi
Cliff swallow,Petrochelidon pyrrhonota
Cloud cisticola,Cisticola textrix
Cloud-forest pygmy owl,Glaucidium nubicola
Cloud-forest screech owl,Megascops marshalli
Cloven-feathered dove,Drepanoptila holosericea
Club-winged manakin,Machaeropterus deliciosus
Coal tit,Periparus ater
Coal-crested finch,Charitospiza eucosma
Coastal cisticola,Cisticola haematocephalus
Coastal miner,Geositta peruviana
Cobalt-rumped parrotlet,Forpus xanthopterygius
Cobalt-winged parakeet,Brotogeris cyanoptera
Cobb's wren,Troglodytes cobbi
Cocha antshrike,Thamnophilus praecox
Cochabamba mountain finch,Poospiza garleppi
Cock-tailed tyrant,Alectrurus tricolor
Cockatiel,Nymphicus hollandicus
Cocoa thrush,Turdus fumigatus
Cocoa woodcreeper,Xiphorhynchus susurrans
Cocoi heron,Ardea cocoi
Coconut lorikeet,Trichoglossus haematodus
Cocos cuckoo,Coccyzus ferrugineus
Cocos finch,Pinaroloxias inornata
Cocos tyrannulet,Nesotriccus ridgwayi
Coiba spinetail,Cranioleuca dissita
Coleto,Sarcops calvus
Colima pygmy owl,Glaucidium palmarum
Colima warbler,Leiothlypis crissalis
Collared antshrike,Thamnophilus bernardi
Collared aracari,Pteroglossus torquatus
Collared babbler,Gampsorhynchus torquatus
Collared brushturkey,Talegalla jobiensis
Collared bush robin,Tarsiger johnstoniae
Collared crescentchest,Melanopareia torquata
Collared crow,Corvus torquatus
Collared falconet,Microhierax caerulescens
Collared finchbill,Spizixos semitorques
Collared flycatcher,Ficedula albicollis
Collared forest falcon,Micrastur semitorquatus
Collared gnatwren,Microbates collaris
Collared grosbeak,Mycerobas affinis
Collared imperial pigeon,Ducula mullerii
Collared inca,Coeligena torquata
Collared kingfisher,Todiramphus chloris
Collared lark,Mirafra collaris
Collared laughingthrush,Trochalopteron yersini
Collared lory,Vini solitarius
Collared lory,Vini solitaria
Collared myna,Acridotheres albocinctus
Collared nightjar,Gactornis enarratus
Collared owlet,Taenioptynx brodiei
Collared palm thrush,Cichladusa arquata
Collared petrel,Pterodroma brevipes
Collared plover,Charadrius collaris
Collared plover,Anarhynchus collaris
Collared pratincole,Glareola pratincola
Collared puffbird,Bucco capensis
Collared scops owl,Otus lettia
Collared sparrowhawk,Accipiter cirrocephalus
Collared sunbird,Hedydipna collaris
Collared towhee,Pipilo ocai
Collared treepie,Dendrocitta frontalis
Collared trogon,Trogon collaris
Collared warbling finch,Poospiza hispaniolensis
Collared whitestart,Myioborus torquatus
Colombian chachalaca,Ortalis columbiana
Colombian crake,Mustelirallus colombianus
Colombian grebe,Podiceps andinus
Colombian mountain grackle,Macroagelaius subalaris
Colorful puffleg,Eriocnemis mirabilis
Comb duck,Sarkidiornis sylvicola
Comb-crested jacana,Irediparra gallinacea
Common babbler,Argya caudata
Common black hawk,Buteogallus anthracinus
Common blackbird,Turdus merula
Common bronzewing,Phaps chalcoptera
Common bulbul,Pycnonotus barbatus
Common buttonquail,Turnix sylvaticus
Common buzzard,Buteo buteo
Common cactus finch,Geospiza scandens
Common chiffchaff,Phylloscopus collybita
Common chlorospingus,Chlorospingus flavopectus
Common cicadabird,Edolisoma tenuirostre
Common crane,Grus grus
Common cuckoo,Cuculus canorus
Common diving petrel,Pelecanoides urinatrix
Common eider,Somateria mollissima
Common emerald dove,Chalcophaps indica
Common firecrest,Regulus ignicapilla
Common flameback,Dinopium javanense
Common gallinule,Gallinula galeata
Common goldeneye,Bucephala clangula
Common grackle,Quiscalus quiscula
Common grasshopper warbler,Locustella naevia
Common green magpie,Cissa chinensis
Common greenshank,Tringa nebularia
Common ground dove,Columbina passerina
Common gull,Larus canus
Common hawk-cuckoo,Hierococcyx varius
Common hill myna,Gracula religiosa
Common iora,Aegithina tiphia
Common jery,Neomixis tenella
Common kestrel,Falco tinnunculus
Common kingfisher,Alcedo atthis
Common linnet,Linaria cannabina
Common loon,Gavia immer
Common merganser,Mergus merganser
Common miner,Geositta cunicularia
Common moorhen,Gallinula chloropus
Common murre,Uria aalge
Common myna,Acridotheres tristis
Common newtonia,Newtonia brunneicauda
Common nighthawk,Chordeiles minor
Common nightingale,Luscinia megarhynchos
Common ostrich,Struthio camelus
Common paradise kingfisher,Tanysiptera galatea
Common pheasant,Phasianus colchicus
Common pochard,Aythya ferina
Common poorwill,Phalaenoptilus nuttallii
Common potoo,Nyctibius griseus
Common quail,Coturnix coturnix
Common raven,Corvus corax
Common redpoll,Acanthis flammea
Common redshank,Tringa totanus
Common redstart,Phoenicurus phoenicurus
Common reed bunting,Emberiza schoeniclus
Common reed warbler,Acrocephalus scirpaceus
Common reed warbler,Acrocephalus baeticatus
Common ringed plover,Charadrius hiaticula
Common rock thrush,Monticola saxatilis
Common rosefinch,Carpodacus erythrinus
Common sandpiper,Actitis hypoleucos
Common scale-backed antbird,Willisornis poecilinotus
Common scimitarbill,Rhinopomastus cyanomelas
Common scoter,Melanitta nigra
Common shelduck,Tadorna tadorna
Common smoky honeyeater,Melipotes fumigatus
Common snipe,Gallinago gallinago
Common starling,Sturnus vulgaris
Common sunbird-asity,Neodrepanis coruscans
Common swift,Apus apus
Common tailorbird,Orthotomus sutorius
Common tern,Sterna hirundo
Common tody-flycatcher,Todirostrum cinereum
Common waxbill,Estrilda astrild
Common whitethroat,Curruca communis
Common wood pigeon,Columba palumbus
Common woodshrike,Tephrodornis pondicerianus
Common yellowthroat,Geothlypis trichas
Comoro blue pigeon,Alectroenas sganzini
Comoro cuckooshrike,Coracina cucullata
Comoro green pigeon,Treron griveaudi
Comoro olive pigeon,Columba pollenii
Comoro thrush,Turdus bewsheri
Comoros blue vanga,Cyanolanius comorensis
Comoros fody,Ploceus weynsi
Comoros fody,F. eminentissima
Comoros fody,Foudia eminentissima
Compact weaver,Ploceus superciliosus
Compact weaver,P. superciliosus
Compact weaver,Ploceus weynsi
Cone-billed tanager,Conothraupis mesoleuca
Congo martin,Riparia congica
Congo moor chat,Myrmecocichla tholloni
Congo peafowl,Afropavo congensis
Congo pied hornbill,Lophoceros fasciatus
Congo serpent eagle,Dryotriorchis spectabilis
Congo sunbird,Cinnyris congensis
Connecticut warbler,Oporornis agilis
Cook reed warbler,Acrocephalus kerearako
Cook's petrel,Pterodroma cookii
Cook's swift,Apus cooki
Cooper's hawk,Accipiter cooperii
Coopmans's elaenia,Elaenia brachyptera
Coopmans's tyrannulet,Zimmerius minimus
Copper pheasant,Syrmaticus soemmerringii
Copper seedeater,Sporophila bouvreuil
Copper sunbird,Cinnyris cupreus
Copper-rumped hummingbird,Saucerottia tobaci
Copper-tailed starling,Hylopsar cupreocauda
Copper-throated sunbird,Leptocoma calcostetha
Copperback quail-thrush,Cinclosoma clarum
Coppersmith barbet,Psilopogon haemacephalus
Coppery emerald,Chlorostilbon russatus
Coppery metaltail,Metallura theresiae
Coppery-bellied puffleg,Eriocnemis cupreoventris
Coppery-chested jacamar,Galbula pastazae
Coppery-headed emerald,Microchera cupreiceps
Coppery-tailed coucal,Centropus cupreicaudus
Coquerel's coua,Coua coquereli
Coqui francolin,Campocolinus coqui
Coral-billed ground cuckoo,Carpococcyx renauldi
Coraya wren,Pheugopedius coraya
Cordillera Azul antbird,Myrmoderus eowilsoni
Cordillera ground warbler,Robsonius rabori
Cordilleran canastero,Asthenes modesta
Cordilleran parakeet,Psittacara frontatus
Corn bunting,Emberiza calandra
Corn crake,Crex crex
Coroneted fruit dove,Ptilinopus coronulatus
Correndera pipit,Anthus correndera
Corsican finch,Carduelis corsicana
Corsican nuthatch,Sitta whiteheadi
Cory's shearwater,Calonectris borealis
Coscoroba swan,Coscoroba coscoroba
Costa Rican brushfinch,Arremon costaricensis
Costa Rican pygmy owl,Glaucidium costaricanum
Costa Rican swift,Chaetura fumosa
Costa's hummingbird,Calypte costae
Cotton pygmy goose,Nettapus coromandelianus
Couch's kingbird,Tyrannus couchii
Cozumel emerald,Cynanthus forficatus
Cozumel thrasher,Toxostoma guttatum
Cozumel vireo,Vireo bairdi
Crab-plover,Dromas ardeola
Crag chilia,Ochetorhynchus melanurus
Crane hawk,Geranospiza caerulescens
Craveri's murrelet,Synthliboramphus craveri
Cream-backed woodpecker,Campephilus leucopogon
Cream-breasted fruit dove,Ptilinopus merrilli
Cream-browed white-eye,Heleia superciliaris
Cream-colored courser,Cursorius cursor
Cream-colored woodpecker,Celeus flavus
Cream-eyed bulbul,Pycnonotus pseudosimplex
Cream-striped bulbul,Ixos leucogrammicus
Cream-striped bulbul,Pycnonotus leucogrammicus
Cream-throated white-eye,Zosterops atriceps
Cream-vented bulbul,Pycnonotus simplex
Cream-winged cinclodes,Cinclodes albiventris
Creamy-bellied antwren,Herpsilochmus motacilloides
Creamy-bellied gnatcatcher,Polioptila lactea
Creamy-bellied thrush,Turdus amaurochalinus
Creamy-crested spinetail,Cranioleuca albicapilla
Creamy-rumped miner,Geositta isabellina
Crescent honeyeater,Phylidonyris pyrrhopterus
Crescent-chested babbler,Cyanoderma melanothorax
Crescent-chested puffbird,Malacoptila striata
Crescent-chested warbler,Oreothlypis superciliosa
Crescent-faced antpitta,Grallaricula lineifrons
Crested ant tanager,Habia cristata
